URL,Version,Status,OIDs,Name,Title,Description,Used
https://gematik.de/fhir/erp/CodeSystem/tiflow-erezept-operation-outcome-details-cs,1.0.0-draft,draft,,TIFLOWEREZEPTOperationOutcomeDetailsCS,TIFLOW EREZEPT Operation Outcome Details CS,"E-Rezept-spezifische Codes, die im Rahmen des TIFlow in den OperationOutcomes.details angegeben werden können","ValueSet/tiflow-erezept-operation-outcome-details-vs"
https://gematik.de/fhir/ti/CodeSystem/operation-outcome-details-codes,1.1.1,active,,TIOperationOutcomeDetailsCS,TI Operation Outcome Details CodeSystem,"Telematikinfrastruktur (TI) Operation Outcome Details CodeSystem","ValueSet/tiflow-erezept-operation-outcome-details-vs"
https://gematik.de/fhir/tiflow/core/CodeSystem/tiflow-operation-outcome-details-cs,1.0.0-draft,draft,,TIFLOWOperationOutcomeDetailsCS,TIFLOW Operation Outcome Details CS,"Codes, die im Rahmen des TIFlow in den OperationOutcomes.details angegeben werden können","ValueSet/tiflow-erezept-operation-outcome-details-vs"
