URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://gematik.de/fhir/tiflow/ValueSet/tiflow-erezept-operation-outcome-details-vs,1.0.0-draft,draft,,TIFLOWEREZEPTOperationOutcomeDetailsVS,TIFLOW EREZEPT Operation Outcome Details VS,"E-Rezept-spezifische Codes, die im Rahmen des TIFlow in den OperationOutcomes.details angegeben werden können",,"Internal,de.gematik.ti,Other"
