URL,Version,Status,OIDs,Name,Title,Description,Used
https://gematik.de/fhir/erpchrg/CodeSystem/GEM_ERPCHRG_CS_ConsentType,0.9.0,draft,,GEM_ERPCHRG_CS_ConsentType,CodeSystem of types for a consent,"Type of patient consent.",
