URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://gematik.de/fhir/tiflow-diga/ValueSet/tiflow-diga-task-organizations-vs,2.0.0-ballot.2,active,,TIFlowDiGATaskOrganizationsVS,Bearbeiter eines E-Rezeptes,"ValueSet der Organisationstyp-Codes eines Performers für den DiGA Task",,"Other"
