"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ti-feature-definition","ti-feature-definition","","","",0,*,"","","","null {[]} {[]}
","TI Feature Definition","Logical Model zur Beschreibung eines aktivierbaren Features.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ti-feature-definition.url","ti-feature-definition.url","","","",1,1,"","","","uri {[]} {[]}
","Canonical-URL des Features","Canonical-URL des Features","","","","","","","","","",,,,,"",,,,"ti-feature-definition.url",1,1,"",""
"ti-feature-definition.name","ti-feature-definition.name","","","",1,1,"","","","string {[]} {[]}
","Maschinell verarbeitbarer Name","Maschinell verarbeitbarer Name","","","","","","","","","",,,,,"",,,,"ti-feature-definition.name",1,1,"",""
"ti-feature-definition.title","ti-feature-definition.title","","","",1,1,"","","","string {[]} {[]}
","Menschenlesbarer Titel","Menschenlesbarer Titel","","","","","","","","","",,,,,"",,,,"ti-feature-definition.title",1,1,"",""
"ti-feature-definition.status","ti-feature-definition.status","","","",1,1,"","","","code {[]} {[]}
","draft | active | retired","draft | active | retired","","","","","","","","","",,,,,"",,,,"ti-feature-definition.status",1,1,"",""
"ti-feature-definition.description","ti-feature-definition.description","","","",0,1,"","","","markdown {[]} {[]}
","Fachliche Beschreibung","Fachliche Beschreibung","","","","","","","","","",,,,,"",,,,"ti-feature-definition.description",0,1,"",""
"ti-feature-definition.valueType","ti-feature-definition.valueType","","","",1,1,"","","","code {[]} {[]}
","boolean | code | Coding — Typ des value-Felds","boolean | code | Coding — Typ des value-Felds","","","","","","","","","",,,,,"",,,,"ti-feature-definition.valueType",1,1,"",""
"ti-feature-definition.context","ti-feature-definition.context","","","",1,*,"","","","uri {[]} {[]}
","Element-Kontexte im CapabilityStatement","Element-Kontexte im CapabilityStatement","","","","","","","","","",,,,,"",,,,"ti-feature-definition.context",1,*,"",""
