"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ti-flow-feature-wf169","ti-flow-feature-wf169","","","",0,*,"","","","null {[]} {[]}
","Feature: WF169 - Flowtype für Apothekenpflichtige Arzneimittel mit Steuerung durch den Leistungserbringer","Featurebeschreibung für die Verordnung von Apothekenpflichtigen Arzneimitteln mit Steuerung durch den Leistungserbringer","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"ti-flow-feature-wf169.url","ti-flow-feature-wf169.url","","","",1,1,"","","","uri {[]} {[]}
","Canonical-URL des Features","Canonical-URL des Features","","","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""https://gematik.de/fhir/tiflow/FeatureDefinition/WF169""/>","","","",,,,,"",,,,"ti-feature-definition.url",1,1,"",""
"ti-flow-feature-wf169.name","ti-flow-feature-wf169.name","","","",1,1,"","","","string {[]} {[]}
","Maschinell verarbeitbarer Name","Maschinell verarbeitbarer Name","","","","","","","","","",,,,,"",,,,"ti-feature-definition.name",1,1,"",""
"ti-flow-feature-wf169.title","ti-flow-feature-wf169.title","","","",1,1,"","","","string {[]} {[]}
","Menschenlesbarer Titel","Menschenlesbarer Titel","","","","","","","","","",,,,,"",,,,"ti-feature-definition.title",1,1,"",""
"ti-flow-feature-wf169.status","ti-flow-feature-wf169.status","","","",1,1,"","","","code {[]} {[]}
","draft | active | retired","draft | active | retired","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""active""/>","","","",,,,,"",,,,"ti-feature-definition.status",1,1,"",""
"ti-flow-feature-wf169.description","ti-flow-feature-wf169.description","","","",0,1,"","","","markdown {[]} {[]}
","Fachliche Beschreibung","Fachliche Beschreibung","","","","","","<valueMarkdown xmlns=""http://hl7.org/fhir"" value=""Dieses Feature deklariert, ob der TI-Flow-Fachdienst den `Flowtype für Apothekenpflichtige Arzneimittel mit Steuerung durch den Leistungserbringer` unterstützt und aktuell aktiv ist.&#xA;&#xA;**Wert `true`**: Der Flowtype ist aktiviert, alle Operationen und Abfragen nach Spezifikation sind erlaubt und dürfen durchgeführt werden.&#xA;&#xA;**Wert `false`**: Die Operation $create gestattet keine Erstellung von Tasks des betreffenden Flowtypes&#xA;Alle FHIR-Operationen auf dem RessourceType &quot;Task&quot; des betreffenden Flowtypes werden mit dem entsprechendem Fehler abgebrochen&#xA;Alle FHIR-Operationen auf System Ebene, durch eine andere oid als &quot;oid_versicherter&quot;, die Informationen zu einem Task des betreffenden Flowtypes herausgeben oder manipulieren werden mit entsprechendem Fehler abgebrochen&#xA;Der Aufruf GET /Task auf Tasks des betreffenden Flowtypes durch eine andere oid als &quot;oid_versicherter&quot; wird mit entsprechendem Fehler abgebrochen""/>","","","",,,,,"",,,,"ti-feature-definition.description",0,1,"",""
"ti-flow-feature-wf169.valueType","ti-flow-feature-wf169.valueType","","","",1,1,"","","","code {[]} {[]}
","boolean | code | Coding — Typ des value-Felds","boolean | code | Coding — Typ des value-Felds","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""boolean""/>","","","",,,,,"",,,,"ti-feature-definition.valueType",1,1,"",""
"ti-flow-feature-wf169.context","ti-flow-feature-wf169.context","","","",1,*,"","","","uri {[]} {[]}
","Element-Kontexte im CapabilityStatement","Element-Kontexte im CapabilityStatement","","","","","","","","","",,,,,"",,,,"ti-feature-definition.context",1,*,"",""
